projectDescriptionID,releaseFishID,releaseID,nMarked,forkLength,weight
9,1,259,1,64,NA
9,2,1,1,NA,NA
9,3,256,1,NA,NA
9,4,258,1,57,NA
9,5,262,1,NA,NA
9,6,259,1,60,NA
9,7,259,1,58,NA
9,8,259,1,64,NA
9,9,259,1,63,NA
9,10,259,1,68,NA
9,11,259,1,66,NA
9,12,259,1,63,NA
9,13,259,1,63,NA
9,14,259,1,58,NA
9,15,259,1,71,NA
9,16,259,1,66,NA
9,17,259,1,70,NA
9,18,259,1,65,NA
9,19,259,1,66,NA
9,20,259,1,69,NA
9,21,259,1,73,NA
9,22,259,1,65,NA
9,23,259,1,57,NA
9,24,259,1,73,NA
9,25,259,1,74,NA
9,26,259,1,67,NA
9,27,259,1,64,NA
9,28,259,1,66,NA
9,29,259,1,69,NA
9,30,259,1,62,NA
9,31,259,1,59,NA
9,32,259,1,67,NA
9,33,259,1,59,NA
9,34,259,1,72,NA
9,35,259,1,66,NA
9,36,259,1,59,NA
9,37,259,1,73,NA
9,38,259,1,65,NA
9,39,259,1,71,NA
9,40,259,1,59,NA
9,41,259,1,68,NA
9,42,259,1,67,NA
9,43,259,1,70,NA
9,44,259,1,56,NA
9,45,259,1,63,NA
9,46,259,1,67,NA
9,47,259,1,73,NA
9,48,259,1,68,NA
9,49,259,1,64,NA
9,50,259,1,64,NA
9,51,259,1,69,NA
9,52,259,1,73,NA
9,53,259,1,75,NA
9,54,259,1,61,NA
9,55,259,1,66,NA
9,56,259,1,73,NA
9,57,259,1,67,NA
9,58,259,1,73,NA
9,59,259,1,68,NA
9,60,259,1,68,NA
9,61,259,1,55,NA
9,62,259,1,64,NA
9,63,259,1,72,NA
9,64,259,1,68,NA
9,65,259,1,68,NA
9,66,259,1,67,NA
9,67,259,1,76,NA
9,68,259,1,66,NA
9,69,259,1,67,NA
9,70,259,1,69,NA
9,71,259,1,68,NA
9,72,259,1,66,NA
9,73,259,1,73,NA
9,74,259,1,72,NA
9,75,259,1,65,NA
9,76,259,1,71,NA
9,77,259,1,63,NA
9,78,259,1,66,NA
9,79,259,1,61,NA
9,80,259,1,67,NA
9,81,259,1,67,NA
9,82,259,1,66,NA
9,83,259,1,69,NA
9,84,259,1,67,NA
9,85,259,1,63,NA
9,86,259,1,63,NA
9,87,259,1,63,NA
9,88,259,1,64,NA
9,89,259,1,71,NA
9,90,259,1,56,NA
9,91,259,1,75,NA
9,92,259,1,70,NA
9,93,259,1,65,NA
9,94,259,1,63,NA
9,95,259,1,65,NA
9,96,259,1,71,NA
9,97,259,1,68,NA
9,98,259,1,56,NA
9,99,259,1,68,NA
9,100,259,1,66,NA
9,101,259,1,63,NA
9,102,259,1,68,NA
9,103,259,1,78,NA
9,104,259,1,65,NA
9,105,259,1,72,NA
9,106,259,1,72,NA
9,107,259,1,70,NA
9,108,259,1,67,NA
9,109,259,1,61,NA
9,110,259,1,68,NA
9,111,259,1,70,NA
9,112,259,1,62,NA
9,113,259,1,64,NA
9,114,259,1,68,NA
9,115,259,1,60,NA
9,116,259,1,67,NA
9,117,259,1,64,NA
9,118,259,1,71,NA
9,119,259,1,66,NA
9,120,259,1,63,NA
9,121,259,1,66,NA
9,122,259,1,71,NA
9,123,259,1,75,NA
9,124,259,1,60,NA
9,125,259,1,58,NA
9,126,259,1,82,NA
9,127,259,1,56,NA
9,128,259,1,60,NA
9,129,259,1,62,NA
9,130,259,1,75,NA
9,131,259,1,62,NA
9,132,259,1,58,NA
9,133,259,1,64,NA
9,134,259,1,62,NA
9,135,259,1,69,NA
9,136,259,1,73,NA
9,137,259,1,63,NA
9,138,259,1,70,NA
9,139,259,1,68,NA
9,140,259,1,66,NA
9,141,259,1,64,NA
9,142,259,1,72,NA
9,143,259,1,70,NA
9,144,259,1,73,NA
9,145,259,1,62,NA
9,146,259,1,61,NA
9,147,259,1,68,NA
9,148,259,1,71,NA
9,149,259,1,64,NA
9,150,259,1,72,NA
9,151,259,1,71,NA
9,152,259,1,60,NA
9,153,259,1,66,NA
9,154,259,1,68,NA
9,155,258,1,58,NA
9,156,258,1,63,NA
9,157,258,1,54,NA
9,158,258,1,56,NA
9,159,258,1,58,NA
9,160,258,1,57,NA
9,161,258,1,58,NA
9,162,258,1,59,NA
9,163,258,1,56,NA
9,164,258,1,59,NA
9,165,258,1,52,NA
9,166,258,1,57,NA
9,167,258,1,57,NA
9,168,258,1,56,NA
9,169,258,1,62,NA
9,170,258,1,61,NA
9,171,258,1,54,NA
9,172,258,1,61,NA
9,173,258,1,61,NA
9,174,258,1,52,NA
9,175,258,1,54,NA
9,176,258,1,62,NA
9,177,258,1,56,NA
9,178,258,1,55,NA
9,179,258,1,55,NA
9,180,258,1,73,NA
9,181,258,1,56,NA
9,182,258,1,61,NA
9,183,258,1,62,NA
9,184,258,1,59,NA
9,185,258,1,56,NA
9,186,258,1,55,NA
9,187,258,1,57,NA
9,188,258,1,61,NA
9,189,258,1,60,NA
9,190,258,1,60,NA
9,191,258,1,58,NA
9,192,258,1,59,NA
9,193,258,1,59,NA
9,194,258,1,56,NA
9,195,258,1,54,NA
9,196,258,1,66,NA
9,197,258,1,60,NA
9,198,258,1,62,NA
9,199,258,1,58,NA
9,200,258,1,60,NA
9,201,258,1,56,NA
9,202,258,1,58,NA
9,203,258,1,59,NA
9,204,258,1,60,NA
9,205,258,1,61,NA
9,206,258,1,58,NA
9,207,258,1,62,NA
9,208,258,1,54,NA
9,209,258,1,60,NA
9,210,258,1,65,NA
9,211,258,1,57,NA
9,212,258,1,54,NA
9,213,258,1,58,NA
9,214,258,1,59,NA
9,215,258,1,46,NA
9,216,258,1,65,NA
9,217,258,1,59,NA
9,218,258,1,63,NA
9,219,258,1,62,NA
9,220,258,1,56,NA
9,221,258,1,57,NA
9,222,258,1,64,NA
9,223,258,1,60,NA
9,224,258,1,48,NA
9,225,258,1,56,NA
9,226,258,1,62,NA
9,227,258,1,61,NA
9,228,258,1,65,NA
9,229,258,1,58,NA
9,230,258,1,62,NA
9,231,258,1,54,NA
9,232,258,1,61,NA
9,233,258,1,59,NA
9,234,258,1,53,NA
9,235,258,1,57,NA
9,236,258,1,59,NA
9,237,258,1,57,NA
9,238,258,1,56,NA
9,239,258,1,62,NA
9,240,258,1,62,NA
9,241,258,1,61,NA
9,242,258,1,58,NA
9,243,258,1,63,NA
9,244,258,1,56,NA
9,245,258,1,55,NA
9,246,258,1,55,NA
9,247,258,1,69,NA
9,248,258,1,58,NA
9,249,258,1,61,NA
9,250,258,1,57,NA
9,251,258,1,50,NA
9,252,258,1,62,NA
9,253,258,1,51,NA
9,254,258,1,58,NA
9,255,258,1,63,NA
9,256,258,1,56,NA
9,257,258,1,60,NA
9,258,258,1,54,NA
9,259,258,1,58,NA
9,260,258,1,59,NA
9,261,258,1,53,NA
9,262,258,1,51,NA
9,263,258,1,58,NA
9,264,258,1,56,NA
9,265,258,1,61,NA
9,266,258,1,63,NA
9,267,258,1,51,NA
9,268,258,1,62,NA
9,269,258,1,54,NA
9,270,258,1,48,NA
9,271,258,1,52,NA
9,272,258,1,60,NA
9,273,258,1,55,NA
9,274,258,1,60,NA
9,275,258,1,53,NA
9,276,258,1,48,NA
9,277,258,1,62,NA
9,278,258,1,60,NA
9,279,258,1,64,NA
9,280,258,1,53,NA
9,281,258,1,53,NA
9,282,258,1,59,NA
9,283,258,1,54,NA
9,284,258,1,56,NA
9,285,258,1,57,NA
9,286,258,1,63,NA
9,287,258,1,56,NA
9,288,258,1,61,NA
9,289,258,1,57,NA
9,290,258,1,58,NA
9,291,258,1,56,NA
9,292,258,1,53,NA
9,293,258,1,60,NA
9,294,258,1,58,NA
9,295,258,1,64,NA
9,296,258,1,58,NA
9,297,258,1,55,NA
9,298,258,1,59,NA
9,299,258,1,55,NA
9,300,258,1,59,NA
9,301,258,1,63,NA
9,302,258,1,60,NA
9,303,258,1,61,NA
9,304,270,1,NA,NA
9,305,273,1,49,NA
9,306,273,1,51,NA
9,307,273,1,41,NA
9,308,273,1,54,NA
9,309,273,1,49,NA
9,310,273,1,55,NA
9,311,273,1,47,NA
9,312,273,1,49,NA
9,313,273,1,51,NA
9,314,273,1,48,NA
9,315,273,1,47,NA
9,316,273,1,49,NA
9,317,273,1,47,NA
9,318,273,1,52,NA
9,319,273,1,47,NA
9,320,273,1,50,NA
9,321,273,1,50,NA
9,322,273,1,52,NA
9,323,273,1,49,NA
9,324,273,1,53,NA
9,325,273,1,50,NA
9,326,273,1,52,NA
9,327,273,1,54,NA
9,328,273,1,52,NA
9,329,273,1,51,NA
9,330,273,1,49,NA
9,331,273,1,50,NA
9,332,273,1,52,NA
9,333,273,1,50,NA
9,334,273,1,49,NA
9,335,273,1,56,NA
9,336,273,1,51,NA
9,337,273,1,51,NA
9,338,273,1,50,NA
9,339,273,1,51,NA
9,340,273,1,47,NA
9,341,273,1,49,NA
9,342,273,1,51,NA
9,343,273,1,49,NA
9,344,273,1,49,NA
9,345,273,1,48,NA
9,346,273,1,50,NA
9,347,273,1,50,NA
9,348,273,1,46,NA
9,349,273,1,51,NA
9,350,273,1,54,NA
9,351,273,1,50,NA
9,352,273,1,48,NA
9,353,273,1,53,NA
9,354,273,1,52,NA
9,355,273,1,46,NA
9,356,273,1,51,NA
9,357,273,1,52,NA
9,358,273,1,48,NA
9,359,273,1,49,NA
9,360,273,1,44,NA
9,361,273,1,51,NA
9,362,273,1,49,NA
9,363,273,1,49,NA
9,364,273,1,52,NA
9,365,273,1,49,NA
9,366,273,1,52,NA
9,367,273,1,50,NA
9,368,273,1,49,NA
9,369,273,1,48,NA
9,370,273,1,51,NA
9,371,273,1,48,NA
9,372,273,1,50,NA
9,373,273,1,51,NA
9,374,273,1,52,NA
9,375,273,1,46,NA
9,376,273,1,48,NA
9,377,273,1,49,NA
9,378,273,1,51,NA
9,379,273,1,50,NA
9,380,273,1,48,NA
9,381,273,1,48,NA
9,382,273,1,52,NA
9,383,273,1,52,NA
9,384,273,1,50,NA
9,385,273,1,49,NA
9,386,273,1,50,NA
9,387,273,1,45,NA
9,388,273,1,47,NA
9,389,273,1,50,NA
9,390,273,1,48,NA
9,391,273,1,46,NA
9,392,273,1,53,NA
9,393,273,1,51,NA
9,394,273,1,52,NA
9,395,273,1,49,NA
9,396,273,1,53,NA
9,397,273,1,52,NA
9,398,273,1,50,NA
9,399,273,1,51,NA
9,400,273,1,50,NA
9,401,273,1,49,NA
9,402,273,1,50,NA
9,403,273,1,51,NA
9,404,273,1,51,NA
9,405,274,1,51,NA
9,406,274,1,53,NA
9,407,274,1,52,NA
9,408,274,1,57,NA
9,409,274,1,54,NA
9,410,274,1,56,NA
9,411,274,1,54,NA
9,412,274,1,53,NA
9,413,274,1,52,NA
9,414,274,1,54,NA
9,415,274,1,57,NA
9,416,274,1,51,NA
9,417,274,1,54,NA
9,418,274,1,59,NA
9,419,274,1,48,NA
9,420,274,1,53,NA
9,421,274,1,55,NA
9,422,274,1,52,NA
9,423,274,1,54,NA
9,424,274,1,58,NA
9,425,274,1,50,NA
9,426,274,1,51,NA
9,427,274,1,55,NA
9,428,274,1,53,NA
9,429,274,1,56,NA
9,430,274,1,55,NA
9,431,274,1,57,NA
9,432,274,1,51,NA
9,433,274,1,55,NA
9,434,274,1,55,NA
9,435,274,1,57,NA
9,436,274,1,56,NA
9,437,274,1,54,NA
9,438,274,1,53,NA
9,439,274,1,50,NA
9,440,274,1,52,NA
9,441,274,1,55,NA
9,442,274,1,57,NA
9,443,274,1,56,NA
9,444,274,1,55,NA
9,445,274,1,56,NA
9,446,274,1,54,NA
9,447,274,1,58,NA
9,448,274,1,56,NA
9,449,274,1,56,NA
9,450,274,1,54,NA
9,451,274,1,59,NA
9,452,274,1,55,NA
9,453,274,1,54,NA
9,454,274,1,55,NA
9,455,274,1,54,NA
9,456,274,1,52,NA
9,457,274,1,50,NA
9,458,274,1,51,NA
9,459,274,1,53,NA
9,460,274,1,54,NA
9,461,274,1,56,NA
9,462,274,1,52,NA
9,463,274,1,52,NA
9,464,274,1,53,NA
9,465,274,1,52,NA
9,466,274,1,57,NA
9,467,274,1,52,NA
9,468,274,1,56,NA
9,469,274,1,53,NA
9,470,274,1,53,NA
9,471,274,1,57,NA
9,472,274,1,54,NA
9,473,274,1,54,NA
9,474,274,1,55,NA
9,475,274,1,54,NA
9,476,274,1,53,NA
9,477,274,1,55,NA
9,478,274,1,55,NA
9,479,274,1,48,NA
9,480,274,1,54,NA
9,481,274,1,53,NA
9,482,274,1,59,NA
9,483,274,1,59,NA
9,484,274,1,56,NA
9,485,274,1,52,NA
9,486,274,1,53,NA
9,487,274,1,54,NA
9,488,274,1,55,NA
9,489,274,1,52,NA
9,490,274,1,56,NA
9,491,274,1,53,NA
9,492,274,1,52,NA
9,493,274,1,54,NA
9,494,274,1,60,NA
9,495,274,1,55,NA
9,496,274,1,54,NA
9,497,274,1,55,NA
9,498,274,1,54,NA
9,499,274,1,54,NA
9,500,274,1,52,NA
9,501,274,1,53,NA
9,502,274,1,51,NA
9,503,274,1,55,NA
9,504,274,1,54,NA
9,505,275,1,56,NA
9,506,275,1,55,NA
9,507,275,1,57,NA
9,508,275,1,57,NA
9,509,275,1,56,NA
9,510,275,1,55,NA
9,511,275,1,53,NA
9,512,275,1,54,NA
9,513,275,1,54,NA
9,514,275,1,55,NA
9,515,275,1,53,NA
9,516,275,1,55,NA
9,517,275,1,53,NA
9,518,275,1,54,NA
9,519,275,1,50,NA
9,520,275,1,55,NA
9,521,275,1,52,NA
9,522,275,1,55,NA
9,523,275,1,54,NA
9,524,275,1,50,NA
9,525,275,1,54,NA
9,526,275,1,53,NA
9,527,275,1,53,NA
9,528,275,1,54,NA
9,529,275,1,54,NA
9,530,275,1,52,NA
9,531,275,1,54,NA
9,532,275,1,55,NA
9,533,275,1,53,NA
9,534,275,1,54,NA
9,535,275,1,52,NA
9,536,275,1,55,NA
9,537,275,1,50,NA
9,538,275,1,53,NA
9,539,275,1,51,NA
9,540,275,1,54,NA
9,541,275,1,50,NA
9,542,275,1,50,NA
9,543,275,1,53,NA
9,544,275,1,56,NA
9,545,275,1,53,NA
9,546,275,1,55,NA
9,547,275,1,54,NA
9,548,275,1,54,NA
9,549,275,1,57,NA
9,550,275,1,57,NA
9,551,275,1,56,NA
9,552,275,1,49,NA
9,553,275,1,50,NA
9,554,275,1,52,NA
9,555,275,1,50,NA
9,556,275,1,52,NA
9,557,275,1,50,NA
9,558,275,1,55,NA
9,559,275,1,56,NA
9,560,275,1,52,NA
9,561,275,1,53,NA
9,562,275,1,54,NA
9,563,275,1,47,NA
9,564,275,1,52,NA
9,565,275,1,51,NA
9,566,275,1,52,NA
9,567,275,1,52,NA
9,568,275,1,53,NA
9,569,275,1,57,NA
9,570,275,1,50,NA
9,571,275,1,52,NA
9,572,275,1,52,NA
9,573,275,1,52,NA
9,574,275,1,56,NA
9,575,275,1,54,NA
9,576,275,1,60,NA
9,577,275,1,53,NA
9,578,275,1,55,NA
9,579,275,1,52,NA
9,580,275,1,53,NA
9,581,275,1,55,NA
9,582,275,1,54,NA
9,583,275,1,50,NA
9,584,275,1,54,NA
9,585,275,1,50,NA
9,586,275,1,54,NA
9,587,275,1,49,NA
9,588,275,1,55,NA
9,589,275,1,51,NA
9,590,275,1,54,NA
9,591,275,1,52,NA
9,592,275,1,57,NA
9,593,275,1,53,NA
9,594,275,1,55,NA
9,595,275,1,56,NA
9,596,275,1,54,NA
9,597,275,1,52,NA
9,598,275,1,54,NA
9,599,275,1,54,NA
9,600,275,1,52,NA
9,601,275,1,54,NA
9,602,275,1,52,NA
9,603,275,1,54,NA
9,604,275,1,53,NA
9,605,276,1,52,NA
9,606,276,1,54,NA
9,607,276,1,50,NA
9,608,276,1,52,NA
9,609,276,1,51,NA
9,610,276,1,54,NA
9,611,276,1,52,NA
9,612,276,1,55,NA
9,613,276,1,54,NA
9,614,276,1,52,NA
9,615,276,1,54,NA
9,616,276,1,50,NA
9,617,276,1,54,NA
9,618,276,1,57,NA
9,619,276,1,52,NA
9,620,276,1,55,NA
9,621,276,1,50,NA
9,622,276,1,53,NA
9,623,276,1,50,NA
9,624,276,1,52,NA
9,625,276,1,57,NA
9,626,276,1,57,NA
9,627,276,1,54,NA
9,628,276,1,54,NA
9,629,276,1,51,NA
9,630,276,1,57,NA
9,631,276,1,49,NA
9,632,276,1,51,NA
9,633,276,1,50,NA
9,634,276,1,51,NA
9,635,276,1,52,NA
9,636,276,1,55,NA
9,637,276,1,51,NA
9,638,276,1,49,NA
9,639,276,1,51,NA
9,640,276,1,50,NA
9,641,276,1,50,NA
9,642,276,1,48,NA
9,643,276,1,52,NA
9,644,276,1,58,NA
9,645,276,1,55,NA
9,646,276,1,52,NA
9,647,276,1,56,NA
9,648,276,1,54,NA
9,649,276,1,57,NA
9,650,276,1,52,NA
9,651,276,1,49,NA
9,652,276,1,48,NA
9,653,276,1,50,NA
9,654,276,1,48,NA
9,655,276,1,55,NA
9,656,276,1,52,NA
9,657,276,1,54,NA
9,658,276,1,48,NA
9,659,276,1,49,NA
9,660,276,1,49,NA
9,661,276,1,51,NA
9,662,276,1,49,NA
9,663,276,1,50,NA
9,664,276,1,47,NA
9,665,276,1,55,NA
9,666,276,1,55,NA
9,667,276,1,54,NA
9,668,276,1,50,NA
9,669,276,1,50,NA
9,670,276,1,53,NA
9,671,276,1,58,NA
9,672,276,1,52,NA
9,673,276,1,54,NA
9,674,276,1,59,NA
9,675,276,1,52,NA
9,676,276,1,50,NA
9,677,276,1,49,NA
9,678,276,1,51,NA
9,679,276,1,53,NA
9,680,276,1,50,NA
9,681,276,1,52,NA
9,682,276,1,52,NA
9,683,276,1,55,NA
9,684,276,1,54,NA
9,685,276,1,55,NA
9,686,276,1,53,NA
9,687,276,1,54,NA
9,688,276,1,49,NA
9,689,276,1,58,NA
9,690,276,1,52,NA
9,691,276,1,57,NA
9,692,276,1,55,NA
9,693,276,1,50,NA
9,694,276,1,53,NA
9,695,276,1,46,NA
9,696,276,1,50,NA
9,697,276,1,50,NA
9,698,276,1,50,NA
9,699,276,1,51,NA
9,700,276,1,51,NA
9,701,276,1,48,NA
9,702,276,1,51,NA
9,703,276,1,49,NA
9,704,276,1,50,NA
9,705,277,1,53,NA
9,706,277,1,55,NA
9,707,277,1,53,NA
9,708,277,1,55,NA
9,709,277,1,53,NA
9,710,277,1,52,NA
9,711,277,1,55,NA
9,712,277,1,55,NA
9,713,277,1,47,NA
9,714,277,1,51,NA
9,715,277,1,50,NA
9,716,277,1,52,NA
9,717,277,1,51,NA
9,718,277,1,52,NA
9,719,277,1,55,NA
9,720,277,1,55,NA
9,721,277,1,47,NA
9,722,277,1,55,NA
9,723,277,1,50,NA
9,724,277,1,51,NA
9,725,277,1,56,NA
9,726,277,1,42,NA
9,727,277,1,50,NA
9,728,277,1,53,NA
9,729,277,1,55,NA
9,730,277,1,57,NA
9,731,277,1,53,NA
9,732,277,1,58,NA
9,733,277,1,55,NA
9,734,277,1,54,NA
9,735,277,1,56,NA
9,736,277,1,55,NA
9,737,277,1,55,NA
9,738,277,1,56,NA
9,739,277,1,49,NA
9,740,277,1,57,NA
9,741,277,1,49,NA
9,742,277,1,56,NA
9,743,277,1,54,NA
9,744,277,1,59,NA
9,745,277,1,54,NA
9,746,277,1,46,NA
9,747,277,1,54,NA
9,748,277,1,53,NA
9,749,277,1,55,NA
9,750,277,1,53,NA
9,751,277,1,52,NA
9,752,277,1,56,NA
9,753,277,1,55,NA
9,754,277,1,57,NA
9,755,277,1,56,NA
9,756,277,1,61,NA
9,757,277,1,50,NA
9,758,277,1,55,NA
9,759,277,1,52,NA
9,760,277,1,55,NA
9,761,277,1,54,NA
9,762,277,1,54,NA
9,763,277,1,54,NA
9,764,277,1,55,NA
9,765,277,1,55,NA
9,766,277,1,60,NA
9,767,277,1,54,NA
9,768,277,1,50,NA
9,769,277,1,51,NA
9,770,277,1,55,NA
9,771,277,1,53,NA
9,772,277,1,53,NA
9,773,277,1,50,NA
9,774,277,1,52,NA
9,775,277,1,46,NA
9,776,277,1,55,NA
9,777,277,1,52,NA
9,778,277,1,55,NA
9,779,277,1,53,NA
9,780,277,1,52,NA
9,781,277,1,50,NA
9,782,277,1,57,NA
9,783,277,1,54,NA
9,784,277,1,60,NA
9,785,277,1,56,NA
9,786,277,1,51,NA
9,787,277,1,50,NA
9,788,277,1,50,NA
9,789,277,1,55,NA
9,790,277,1,56,NA
9,791,277,1,57,NA
9,792,277,1,55,NA
9,793,277,1,54,NA
9,794,277,1,54,NA
9,795,277,1,55,NA
9,796,277,1,57,NA
9,797,277,1,55,NA
9,798,277,1,55,NA
9,799,277,1,56,NA
9,800,277,1,54,NA
9,801,277,1,55,NA
9,802,277,1,55,NA
9,803,277,1,54,NA
9,804,277,1,55,NA
9,805,278,1,54,NA
9,806,278,1,55,NA
9,807,278,1,53,NA
9,808,278,1,56,NA
9,809,278,1,56,NA
9,810,278,1,53,NA
9,811,278,1,55,NA
9,812,278,1,56,NA
9,813,278,1,56,NA
9,814,278,1,54,NA
9,815,278,1,52,NA
9,816,278,1,54,NA
9,817,278,1,52,NA
9,818,278,1,56,NA
9,819,278,1,51,NA
9,820,278,1,55,NA
9,821,278,1,54,NA
9,822,278,1,55,NA
9,823,278,1,53,NA
9,824,278,1,54,NA
9,825,278,1,52,NA
9,826,278,1,53,NA
9,827,278,1,54,NA
9,828,278,1,53,NA
9,829,278,1,54,NA
9,830,278,1,54,NA
9,831,278,1,56,NA
9,832,278,1,53,NA
9,833,278,1,52,NA
9,834,278,1,56,NA
9,835,278,1,53,NA
9,836,278,1,54,NA
9,837,278,1,54,NA
9,838,278,1,52,NA
9,839,278,1,53,NA
9,840,278,1,53,NA
9,841,278,1,56,NA
9,842,278,1,56,NA
9,843,278,1,55,NA
9,844,278,1,54,NA
9,845,278,1,56,NA
9,846,278,1,52,NA
9,847,278,1,56,NA
9,848,278,1,54,NA
9,849,278,1,52,NA
9,850,278,1,52,NA
9,851,278,1,52,NA
9,852,278,1,56,NA
9,853,278,1,54,NA
9,854,278,1,52,NA
9,855,278,1,53,NA
9,856,278,1,54,NA
9,857,278,1,52,NA
9,858,278,1,53,NA
9,859,278,1,56,NA
9,860,278,1,55,NA
9,861,278,1,50,NA
9,862,278,1,55,NA
9,863,278,1,51,NA
9,864,278,1,52,NA
9,865,278,1,53,NA
9,866,278,1,50,NA
9,867,278,1,52,NA
9,868,278,1,50,NA
9,869,278,1,53,NA
9,870,278,1,55,NA
9,871,278,1,54,NA
9,872,278,1,53,NA
9,873,278,1,55,NA
9,874,278,1,49,NA
9,875,278,1,54,NA
9,876,278,1,56,NA
9,877,278,1,53,NA
9,878,278,1,50,NA
9,879,278,1,55,NA
9,880,278,1,54,NA
9,881,278,1,53,NA
9,882,278,1,59,NA
9,883,278,1,56,NA
9,884,278,1,51,NA
9,885,278,1,55,NA
9,886,278,1,57,NA
9,887,278,1,53,NA
9,888,278,1,54,NA
9,889,278,1,56,NA
9,890,278,1,57,NA
9,891,278,1,57,NA
9,892,278,1,54,NA
9,893,278,1,54,NA
9,894,278,1,54,NA
9,895,278,1,56,NA
