projectDescriptionID,releaseFishID,releaseID,nMarked,forkLength,weight
9,896,278,1,53,NA
9,897,278,1,55,NA
9,898,278,1,55,NA
9,899,278,1,57,NA
9,900,278,1,54,NA
9,901,278,1,50,NA
9,902,278,1,55,NA
9,903,278,1,54,NA
9,904,278,1,52,NA
9,905,279,1,59,NA
9,906,279,1,54,NA
9,907,279,1,55,NA
9,908,279,1,61,NA
9,909,279,1,53,NA
9,910,279,1,60,NA
9,911,279,1,54,NA
9,912,279,1,55,NA
9,913,279,1,65,NA
9,914,279,1,56,NA
9,915,279,1,52,NA
9,916,279,1,65,NA
9,917,279,1,59,NA
9,918,279,1,52,NA
9,919,279,1,58,NA
9,920,279,1,53,NA
9,921,279,1,53,NA
9,922,279,1,54,NA
9,923,279,1,60,NA
9,924,279,1,55,NA
9,925,279,1,57,NA
9,926,279,1,57,NA
9,927,279,1,54,NA
9,928,279,1,55,NA
9,929,279,1,57,NA
9,930,279,1,55,NA
9,931,279,1,56,NA
9,932,279,1,59,NA
9,933,279,1,49,NA
9,934,279,1,56,NA
9,935,279,1,55,NA
9,936,279,1,57,NA
9,937,279,1,51,NA
9,938,279,1,54,NA
9,939,279,1,57,NA
9,940,279,1,55,NA
9,941,279,1,53,NA
9,942,279,1,52,NA
9,943,279,1,54,NA
9,944,279,1,58,NA
9,945,279,1,54,NA
9,946,279,1,55,NA
9,947,279,1,54,NA
9,948,279,1,58,NA
9,949,279,1,55,NA
9,950,279,1,55,NA
9,951,279,1,58,NA
9,952,279,1,54,NA
9,953,279,1,55,NA
9,954,279,1,57,NA
9,955,279,1,54,NA
9,956,279,1,58,NA
9,957,279,1,57,NA
9,958,279,1,55,NA
9,959,279,1,55,NA
9,960,279,1,55,NA
9,961,279,1,58,NA
9,962,279,1,55,NA
9,963,279,1,56,NA
9,964,279,1,55,NA
9,965,279,1,53,NA
9,966,279,1,54,NA
9,967,279,1,59,NA
9,968,279,1,52,NA
9,969,279,1,55,NA
9,970,279,1,56,NA
9,971,279,1,58,NA
9,972,279,1,59,NA
9,973,279,1,52,NA
9,974,279,1,60,NA
9,975,279,1,55,NA
9,976,279,1,55,NA
9,977,279,1,61,NA
9,978,279,1,60,NA
9,979,279,1,53,NA
9,980,279,1,54,NA
9,981,279,1,50,NA
9,982,279,1,55,NA
9,983,279,1,57,NA
9,984,279,1,57,NA
9,985,279,1,53,NA
9,986,279,1,56,NA
9,987,279,1,57,NA
9,988,279,1,53,NA
9,989,279,1,52,NA
9,990,279,1,58,NA
9,991,279,1,52,NA
9,992,279,1,49,NA
9,993,279,1,54,NA
9,994,279,1,56,NA
9,995,279,1,62,NA
9,996,279,1,53,NA
9,997,279,1,52,NA
9,998,279,1,50,NA
9,999,279,1,55,NA
9,1000,279,1,49,NA
9,1001,279,1,55,NA
9,1002,279,1,50,NA
9,1003,279,1,56,NA
9,1004,279,1,56,NA
9,1005,280,1,54,NA
9,1006,280,1,59,NA
9,1007,280,1,52,NA
9,1008,280,1,50,NA
9,1009,280,1,56,NA
9,1010,280,1,55,NA
9,1011,280,1,58,NA
9,1012,280,1,59,NA
9,1013,280,1,58,NA
9,1014,280,1,54,NA
9,1015,280,1,56,NA
9,1016,280,1,59,NA
9,1017,280,1,60,NA
9,1018,280,1,56,NA
9,1019,280,1,60,NA
9,1020,280,1,61,NA
9,1021,280,1,55,NA
9,1022,280,1,59,NA
9,1023,280,1,61,NA
9,1024,280,1,60,NA
9,1025,280,1,60,NA
9,1026,280,1,60,NA
9,1027,280,1,57,NA
9,1028,280,1,60,NA
9,1029,280,1,57,NA
9,1030,280,1,58,NA
9,1031,280,1,55,NA
9,1032,280,1,54,NA
9,1033,280,1,63,NA
9,1034,280,1,53,NA
9,1035,280,1,53,NA
9,1036,280,1,58,NA
9,1037,280,1,55,NA
9,1038,280,1,53,NA
9,1039,280,1,62,NA
9,1040,280,1,60,NA
9,1041,280,1,54,NA
9,1042,280,1,63,NA
9,1043,280,1,55,NA
9,1044,280,1,60,NA
9,1045,280,1,64,NA
9,1046,280,1,60,NA
9,1047,280,1,60,NA
9,1048,280,1,55,NA
9,1049,280,1,56,NA
9,1050,280,1,60,NA
9,1051,280,1,63,NA
9,1052,280,1,61,NA
9,1053,280,1,59,NA
9,1054,280,1,61,NA
9,1055,280,1,63,NA
9,1056,280,1,56,NA
9,1057,280,1,57,NA
9,1058,280,1,58,NA
9,1059,280,1,54,NA
9,1060,280,1,64,NA
9,1061,280,1,60,NA
9,1062,280,1,57,NA
9,1063,280,1,60,NA
9,1064,280,1,56,NA
9,1065,280,1,61,NA
9,1066,280,1,55,NA
9,1067,280,1,65,NA
9,1068,280,1,58,NA
9,1069,280,1,58,NA
9,1070,280,1,57,NA
9,1071,280,1,56,NA
9,1072,280,1,59,NA
9,1073,280,1,54,NA
9,1074,280,1,59,NA
9,1075,280,1,58,NA
9,1076,280,1,60,NA
9,1077,280,1,59,NA
9,1078,280,1,55,NA
9,1079,280,1,57,NA
9,1080,280,1,53,NA
9,1081,280,1,58,NA
9,1082,280,1,53,NA
9,1083,280,1,54,NA
9,1084,280,1,58,NA
9,1085,280,1,55,NA
9,1086,280,1,60,NA
9,1087,280,1,51,NA
9,1088,280,1,56,NA
9,1089,280,1,60,NA
9,1090,280,1,60,NA
9,1091,280,1,54,NA
9,1092,280,1,58,NA
9,1093,280,1,57,NA
9,1094,280,1,63,NA
9,1095,280,1,58,NA
9,1096,280,1,60,NA
9,1097,280,1,51,NA
9,1098,280,1,58,NA
9,1099,280,1,59,NA
9,1100,280,1,65,NA
9,1101,280,1,58,NA
9,1102,280,1,56,NA
9,1103,280,1,55,NA
9,1104,280,1,62,NA
9,1105,281,1,62,NA
9,1106,281,1,65,NA
9,1107,281,1,69,NA
9,1108,281,1,66,NA
9,1109,281,1,64,NA
9,1110,281,1,65,NA
9,1111,281,1,67,NA
9,1112,281,1,72,NA
9,1113,281,1,65,NA
9,1114,281,1,70,NA
9,1115,281,1,70,NA
9,1116,281,1,65,NA
9,1117,281,1,66,NA
9,1118,281,1,62,NA
9,1119,281,1,64,NA
9,1120,281,1,70,NA
9,1121,281,1,72,NA
9,1122,281,1,70,NA
9,1123,281,1,63,NA
9,1124,281,1,67,NA
9,1125,281,1,65,NA
9,1126,281,1,67,NA
9,1127,281,1,68,NA
9,1128,281,1,60,NA
9,1129,281,1,67,NA
9,1130,281,1,66,NA
9,1131,281,1,66,NA
9,1132,281,1,52,NA
9,1133,281,1,68,NA
9,1134,281,1,68,NA
9,1135,281,1,67,NA
9,1136,281,1,68,NA
9,1137,281,1,70,NA
9,1138,281,1,67,NA
9,1139,281,1,72,NA
9,1140,281,1,69,NA
9,1141,281,1,76,NA
9,1142,281,1,68,NA
9,1143,281,1,70,NA
9,1144,281,1,67,NA
9,1145,281,1,70,NA
9,1146,281,1,61,NA
9,1147,281,1,70,NA
9,1148,281,1,71,NA
9,1149,281,1,63,NA
9,1150,281,1,60,NA
9,1151,281,1,60,NA
9,1152,281,1,63,NA
9,1153,281,1,58,NA
9,1154,281,1,64,NA
9,1155,269,1,NA,NA
9,1156,283,1,NA,NA
9,1157,272,1,NA,NA
9,1158,286,1,119,NA
9,1159,286,1,116,NA
9,1160,286,1,105,NA
9,1161,286,1,79,NA
9,1162,286,1,101,NA
9,1163,286,1,97,NA
9,1164,286,1,125,NA
9,1165,286,1,120,NA
9,1166,286,1,117,NA
9,1167,286,1,145,NA
9,1168,286,1,98,NA
9,1169,286,1,142,NA
9,1170,286,1,129,NA
9,1171,286,1,94,NA
9,1172,286,1,128,NA
9,1173,286,1,87,NA
9,1174,286,1,147,NA
9,1175,286,1,115,NA
9,1176,286,1,123,NA
9,1177,286,1,119,NA
9,1178,286,1,112,NA
9,1179,286,1,105,NA
9,1180,286,1,122,NA
9,1181,286,1,135,NA
9,1182,286,1,98,NA
9,1183,286,1,115,NA
9,1184,286,1,117,NA
9,1185,286,1,134,NA
9,1186,286,1,96,NA
9,1187,286,1,97,NA
9,1188,286,1,139,NA
9,1189,286,1,112,NA
9,1190,286,1,93,NA
9,1191,286,1,123,NA
9,1192,286,1,133,NA
9,1193,286,1,98,NA
9,1194,286,1,105,NA
9,1195,286,1,99,NA
9,1196,286,1,136,NA
9,1197,286,1,136,NA
9,1198,286,1,97,NA
9,1199,286,1,75,NA
9,1200,286,1,94,NA
9,1201,286,1,110,NA
9,1202,286,1,135,NA
9,1203,286,1,142,NA
9,1204,286,1,109,NA
9,1205,286,1,135,NA
9,1206,286,1,121,NA
9,1207,286,1,95,NA
9,1208,287,1,100,NA
9,1209,287,1,79,NA
9,1210,287,1,148,NA
9,1211,287,1,83,NA
9,1212,287,1,135,NA
9,1213,287,1,104,NA
9,1214,287,1,108,NA
9,1215,287,1,108,NA
9,1216,287,1,111,NA
9,1217,287,1,102,NA
9,1218,287,1,100,NA
9,1219,287,1,76,NA
9,1220,287,1,103,NA
9,1221,287,1,146,NA
9,1222,287,1,104,NA
9,1223,287,1,121,NA
9,1224,287,1,84,NA
9,1225,287,1,100,NA
9,1226,287,1,140,NA
9,1227,287,1,125,NA
9,1228,287,1,114,NA
9,1229,287,1,111,NA
9,1230,287,1,115,NA
9,1231,287,1,105,NA
9,1232,287,1,103,NA
9,1233,287,1,118,NA
9,1234,287,1,136,NA
9,1235,287,1,109,NA
9,1236,287,1,111,NA
9,1237,287,1,99,NA
9,1238,287,1,110,NA
9,1239,287,1,128,NA
9,1240,287,1,102,NA
9,1241,287,1,80,NA
9,1242,287,1,68,NA
9,1243,287,1,82,NA
9,1244,287,1,94,NA
9,1245,287,1,125,NA
9,1246,287,1,104,NA
9,1247,287,1,109,NA
9,1248,287,1,96,NA
9,1249,287,1,93,NA
9,1250,287,1,128,NA
9,1251,287,1,105,NA
9,1252,287,1,115,NA
9,1253,287,1,121,NA
9,1254,287,1,98,NA
9,1255,287,1,114,NA
9,1256,287,1,120,NA
9,1257,287,1,106,NA
9,1258,287,1,99,NA
9,1259,287,1,91,NA
9,1260,287,1,89,NA
9,1261,287,1,131,NA
9,1262,287,1,100,NA
9,1263,287,1,116,NA
9,1264,287,1,135,NA
9,1265,287,1,102,NA
9,1266,287,1,122,NA
9,1267,287,1,142,NA
9,1268,287,1,104,NA
9,1269,287,1,96,NA
9,1270,287,1,92,NA
9,1271,287,1,94,NA
9,1272,287,1,103,NA
9,1273,287,1,99,NA
9,1274,287,1,148,NA
9,1275,287,1,107,NA
9,1276,287,1,107,NA
9,1277,287,1,136,NA
9,1278,287,1,125,NA
9,1279,287,1,127,NA
9,1280,287,1,114,NA
9,1281,287,1,115,NA
9,1282,287,1,110,NA
9,1283,287,1,143,NA
9,1284,287,1,129,NA
9,1285,287,1,120,NA
9,1286,287,1,126,NA
9,1287,287,1,98,NA
9,1288,287,1,118,NA
9,1289,287,1,118,NA
9,1290,287,1,108,NA
9,1291,287,1,145,NA
9,1292,287,1,82,NA
9,1293,287,1,126,NA
9,1294,287,1,157,NA
9,1295,287,1,125,NA
9,1296,287,1,105,NA
9,1297,287,1,95,NA
9,1298,287,1,114,NA
9,1299,287,1,119,NA
9,1300,287,1,83,NA
9,1301,287,1,78,NA
9,1302,287,1,76,NA
9,1303,287,1,93,NA
9,1304,287,1,87,NA
9,1305,287,1,94,NA
9,1306,287,1,106,NA
9,1307,287,1,111,NA
9,1308,288,1,NA,NA
9,1309,289,1,110,NA
9,1310,289,1,84,NA
9,1311,289,1,92,NA
9,1312,289,1,87,NA
9,1313,289,1,154,NA
9,1314,289,1,118,NA
9,1315,289,1,108,NA
9,1316,289,1,127,NA
9,1317,289,1,101,NA
9,1318,289,1,133,NA
9,1319,289,1,101,NA
9,1320,289,1,115,NA
9,1321,289,1,120,NA
9,1322,289,1,162,NA
9,1323,289,1,116,NA
9,1324,289,1,114,NA
9,1325,289,1,122,NA
9,1326,289,1,113,NA
9,1327,289,1,129,NA
9,1328,289,1,140,NA
9,1329,289,1,92,NA
9,1330,289,1,141,NA
9,1331,289,1,120,NA
9,1332,289,1,74,NA
9,1333,289,1,145,NA
9,1334,289,1,159,NA
9,1335,289,1,154,NA
9,1336,289,1,128,NA
9,1337,289,1,160,NA
9,1338,289,1,107,NA
9,1339,289,1,135,NA
9,1340,289,1,165,NA
9,1341,289,1,148,NA
9,1342,289,1,137,NA
9,1343,289,1,157,NA
9,1344,289,1,127,NA
9,1345,289,1,138,NA
9,1346,289,1,146,NA
9,1347,289,1,140,NA
9,1348,289,1,133,NA
9,1349,289,1,106,NA
9,1350,289,1,159,NA
9,1351,289,1,111,NA
9,1352,289,1,125,NA
9,1353,289,1,93,NA
9,1354,289,1,108,NA
9,1355,289,1,110,NA
9,1356,289,1,134,NA
9,1357,289,1,121,NA
9,1358,289,1,162,NA
9,1359,289,1,99,NA
9,1360,289,1,110,NA
9,1361,289,1,118,NA
9,1362,289,1,139,NA
9,1363,289,1,169,NA
9,1364,289,1,112,NA
9,1365,289,1,113,NA
9,1366,289,1,108,NA
9,1367,289,1,170,NA
9,1368,289,1,125,NA
9,1369,289,1,133,NA
9,1370,289,1,110,NA
9,1371,289,1,132,NA
9,1372,289,1,160,NA
9,1373,289,1,158,NA
9,1374,289,1,110,NA
9,1375,289,1,117,NA
9,1376,289,1,145,NA
9,1377,289,1,144,NA
9,1378,289,1,125,NA
9,1379,289,1,150,NA
9,1380,289,1,137,NA
9,1381,289,1,152,NA
9,1382,289,1,151,NA
9,1383,289,1,165,NA
9,1384,289,1,105,NA
9,1385,289,1,160,NA
9,1386,289,1,130,NA
9,1387,289,1,155,NA
9,1388,289,1,157,NA
9,1389,289,1,110,NA
9,1390,289,1,130,NA
9,1391,289,1,110,NA
9,1392,289,1,120,NA
9,1393,289,1,106,NA
9,1394,289,1,85,NA
9,1395,289,1,110,NA
9,1396,289,1,95,NA
9,1397,289,1,149,NA
9,1398,289,1,140,NA
9,1399,289,1,120,NA
9,1400,289,1,128,NA
9,1401,289,1,130,NA
9,1402,289,1,135,NA
9,1403,289,1,143,NA
9,1404,289,1,155,NA
9,1405,289,1,130,NA
9,1406,289,1,158,NA
9,1407,289,1,112,NA
9,1408,289,1,99,NA
9,1409,290,1,140,NA
9,1410,290,1,115,NA
9,1411,290,1,153,NA
9,1412,290,1,125,NA
9,1413,290,1,150,NA
9,1414,290,1,148,NA
9,1415,290,1,110,NA
9,1416,290,1,140,NA
9,1417,290,1,152,NA
9,1418,290,1,120,NA
9,1419,290,1,118,NA
9,1420,290,1,110,NA
9,1421,290,1,143,NA
9,1422,290,1,140,NA
9,1423,290,1,128,NA
9,1424,290,1,120,NA
9,1425,290,1,148,NA
9,1426,290,1,126,NA
9,1427,290,1,115,NA
9,1428,290,1,110,NA
9,1429,290,1,129,NA
9,1430,290,1,144,NA
9,1431,290,1,130,NA
9,1432,290,1,98,NA
9,1433,290,1,135,NA
9,1434,290,1,144,NA
9,1435,290,1,100,NA
9,1436,290,1,121,NA
9,1437,290,1,130,NA
9,1438,290,1,131,NA
9,1439,290,1,160,NA
9,1440,290,1,162,NA
9,1441,290,1,148,NA
9,1442,290,1,165,NA
9,1443,290,1,150,NA
9,1444,290,1,140,NA
9,1445,290,1,167,NA
9,1446,290,1,135,NA
9,1447,290,1,150,NA
9,1448,290,1,145,NA
9,1449,290,1,134,NA
9,1450,290,1,120,NA
9,1451,290,1,178,NA
9,1452,290,1,130,NA
9,1453,290,1,100,NA
9,1454,290,1,159,NA
9,1455,290,1,154,NA
9,1456,290,1,145,NA
9,1457,290,1,157,NA
9,1458,290,1,142,NA
9,1459,290,1,96,NA
9,1460,290,1,170,NA
9,1461,290,1,113,NA
9,1462,290,1,100,NA
9,1463,290,1,119,NA
9,1464,290,1,140,NA
9,1465,290,1,145,NA
9,1466,290,1,139,NA
9,1467,290,1,130,NA
9,1468,290,1,153,NA
9,1469,290,1,120,NA
9,1470,290,1,160,NA
9,1471,290,1,139,NA
9,1472,290,1,135,NA
9,1473,290,1,133,NA
9,1474,290,1,140,NA
9,1475,290,1,149,NA
9,1476,290,1,139,NA
9,1477,290,1,132,NA
9,1478,290,1,142,NA
9,1479,290,1,100,NA
9,1480,290,1,121,NA
9,1481,290,1,153,NA
9,1482,290,1,158,NA
9,1483,290,1,120,NA
9,1484,290,1,135,NA
9,1485,290,1,153,NA
9,1486,290,1,150,NA
9,1487,290,1,124,NA
9,1488,290,1,137,NA
9,1489,290,1,132,NA
9,1490,290,1,140,NA
9,1491,290,1,143,NA
9,1492,290,1,146,NA
9,1493,290,1,130,NA
9,1494,290,1,148,NA
9,1495,290,1,122,NA
9,1496,290,1,120,NA
9,1497,290,1,144,NA
9,1498,290,1,130,NA
9,1499,290,1,143,NA
9,1500,290,1,150,NA
9,1501,290,1,119,NA
9,1502,290,1,148,NA
9,1503,290,1,180,NA
9,1504,290,1,107,NA
9,1505,290,1,151,NA
9,1506,290,1,129,NA
9,1507,290,1,119,NA
9,1508,290,1,98,NA
9,1509,290,1,89,NA
9,1510,290,1,126,NA
9,1511,290,1,153,NA
9,1512,290,1,131,NA
9,1513,290,1,148,NA
9,1514,290,1,98,NA
9,1515,290,1,125,NA
9,1516,290,1,132,NA
9,1517,290,1,145,NA
9,1518,290,1,147,NA
9,1519,290,1,125,NA
9,1520,290,1,114,NA
9,1521,290,1,185,NA
9,1522,290,1,110,NA
9,1523,290,1,111,NA
9,1524,290,1,126,NA
9,1525,290,1,125,NA
9,1526,290,1,140,NA
9,1527,290,1,138,NA
9,1528,290,1,150,NA
9,1529,290,1,160,NA
9,1530,290,1,165,NA
9,1531,290,1,150,NA
9,1532,290,1,142,NA
9,1533,290,1,125,NA
9,1534,290,1,134,NA
9,1535,290,1,100,NA
9,1536,290,1,179,NA
9,1537,290,1,127,NA
9,1538,290,1,110,NA
9,1539,290,1,160,NA
9,1540,290,1,168,NA
9,1541,290,1,115,NA
9,1542,290,1,140,NA
9,1543,290,1,170,NA
9,1544,290,1,98,NA
9,1545,290,1,160,NA
9,1546,290,1,171,NA
9,1547,290,1,159,NA
9,1548,290,1,160,NA
9,1549,290,1,110,NA
9,1550,290,1,145,NA
9,1551,290,1,176,NA
9,1552,290,1,116,NA
9,1553,290,1,180,NA
9,1554,290,1,150,NA
9,1555,290,1,127,NA
9,1556,290,1,90,NA
9,1557,290,1,145,NA
9,1558,290,1,125,NA
9,1559,291,1,178,NA
9,1560,291,1,182,NA
9,1561,291,1,141,NA
9,1562,291,1,179,NA
9,1563,291,1,183,NA
9,1564,291,1,150,NA
9,1565,291,1,189,NA
9,1566,291,1,115,NA
9,1567,291,1,134,NA
9,1568,291,1,146,NA
9,1569,291,1,184,NA
9,1570,291,1,153,NA
9,1571,291,1,159,NA
9,1572,291,1,133,NA
9,1573,291,1,164,NA
9,1574,291,1,138,NA
9,1575,291,1,142,NA
9,1576,291,1,148,NA
9,1577,291,1,180,NA
9,1578,291,1,102,NA
9,1579,291,1,120,NA
9,1580,291,1,168,NA
9,1581,291,1,143,NA
9,1582,291,1,148,NA
9,1583,291,1,154,NA
9,1584,291,1,124,NA
9,1585,291,1,161,NA
9,1586,291,1,142,NA
9,1587,291,1,120,NA
9,1588,291,1,137,NA
9,1589,291,1,118,NA
9,1590,291,1,159,NA
9,1591,291,1,169,NA
9,1592,291,1,145,NA
9,1593,291,1,163,NA
9,1594,291,1,113,NA
9,1595,291,1,70,NA
9,1596,291,1,146,NA
9,1597,291,1,166,NA
9,1598,291,1,160,NA
9,1599,291,1,116,NA
9,1600,291,1,136,NA
9,1601,291,1,170,NA
9,1602,291,1,148,NA
9,1603,291,1,181,NA
9,1604,291,1,155,NA
9,1605,291,1,138,NA
9,1606,291,1,167,NA
9,1607,291,1,142,NA
9,1608,291,1,152,NA
9,1609,291,1,130,NA
9,1610,291,1,116,NA
9,1611,291,1,140,NA
9,1612,291,1,131,NA
9,1613,291,1,158,NA
9,1614,291,1,144,NA
9,1615,291,1,132,NA
9,1616,291,1,138,NA
9,1617,291,1,137,NA
9,1618,291,1,129,NA
9,1619,291,1,146,NA
9,1620,291,1,150,NA
9,1621,291,1,116,NA
9,1622,291,1,131,NA
9,1623,291,1,170,NA
9,1624,291,1,127,NA
9,1625,291,1,168,NA
9,1626,291,1,129,NA
9,1627,291,1,174,NA
9,1628,291,1,146,NA
9,1629,291,1,148,NA
9,1630,291,1,139,NA
9,1631,291,1,137,NA
9,1632,291,1,190,NA
9,1633,291,1,154,NA
9,1634,291,1,127,NA
9,1635,291,1,179,NA
9,1636,291,1,169,NA
9,1637,291,1,92,NA
9,1638,291,1,134,NA
9,1639,291,1,147,NA
9,1640,291,1,172,NA
9,1641,291,1,191,NA
9,1642,291,1,136,NA
9,1643,291,1,126,NA
9,1644,291,1,139,NA
9,1645,291,1,132,NA
9,1646,291,1,141,NA
9,1647,291,1,124,NA
9,1648,291,1,170,NA
9,1649,291,1,139,NA
9,1650,291,1,180,NA
9,1651,291,1,133,NA
9,1652,291,1,119,NA
9,1653,291,1,149,NA
9,1654,291,1,152,NA
9,1655,291,1,159,NA
9,1656,291,1,160,NA
9,1657,291,1,150,NA
9,1658,291,1,163,NA
9,1659,292,1,60,NA
9,1660,292,1,60,NA
9,1661,292,1,60,NA
9,1662,292,1,55,NA
9,1663,292,1,66,NA
9,1664,292,1,65,NA
9,1665,292,1,60,NA
9,1666,292,1,66,NA
9,1667,292,1,59,NA
9,1668,292,1,60,NA
9,1669,292,1,59,NA
9,1670,292,1,58,NA
9,1671,292,1,59,NA
9,1672,292,1,58,NA
9,1673,292,1,54,NA
9,1674,292,1,56,NA
9,1675,292,1,60,NA
9,1676,292,1,63,NA
9,1677,292,1,58,NA
9,1678,292,1,58,NA
9,1679,292,1,58,NA
9,1680,292,1,59,NA
9,1681,292,1,60,NA
9,1682,292,1,58,NA
9,1683,292,1,58,NA
9,1684,292,1,54,NA
9,1685,292,1,59,NA
9,1686,292,1,60,NA
9,1687,292,1,54,NA
9,1688,292,1,55,NA
9,1689,292,1,54,NA
9,1690,292,1,55,NA
9,1691,292,1,60,NA
9,1692,292,1,65,NA
9,1693,292,1,60,NA
9,1694,292,1,64,NA
9,1695,292,1,58,NA
9,1696,292,1,59,NA
9,1697,292,1,59,NA
9,1698,292,1,60,NA
9,1699,292,1,60,NA
9,1700,292,1,58,NA
9,1701,292,1,59,NA
9,1702,292,1,60,NA
9,1703,292,1,60,NA
9,1704,292,1,59,NA
9,1705,292,1,58,NA
9,1706,292,1,60,NA
9,1707,292,1,58,NA
9,1708,292,1,57,NA
9,1709,292,1,63,NA
9,1710,292,1,60,NA
9,1711,292,1,60,NA
9,1712,292,1,61,NA
9,1713,292,1,59,NA
9,1714,292,1,61,NA
9,1715,292,1,58,NA
9,1716,292,1,60,NA
9,1717,292,1,55,NA
9,1718,292,1,60,NA
9,1719,292,1,60,NA
9,1720,292,1,62,NA
9,1721,292,1,54,NA
9,1722,292,1,59,NA
9,1723,292,1,65,NA
